variable,green_source_mean,matched_complete_case_mean
leverage,0.4570389415437517,0.4685592546394889
cash_flow,0.048003464560910696,0.0519024485897828
firm_size,22.67116272918176,22.87598158627495
green_output_log,1.104209542274475,1.4061092138290405
