Model,Retained observations,Retained firms,Slope parameters counted,Approximate df (N minus slope parameters),Pearson X2,Pearson X2 / approximate df,Residual definition,Absolute Pearson threshold,Observations above absolute threshold,Share above absolute threshold,Largest absolute Pearson residual,Maximum fitted conditional mean,Caution
Locked conditional PPML,2774,505,15,2759,4390.8056146704,1.5914482111889816,(y - fitted conditional mean) / sqrt(fitted conditional mean),3.0,65,0.02343186733958183,8.446566505303863,28.696523011580037,"The denominator ignores the high-dimensional fixed-effect degrees of freedom and is a descriptive dispersion screen, not a formal goodness-of-fit test."
